inspection_id,vin,station_id,defect_id,timestamp,inspection_duration_seconds
INSP-00007627,URC00X1B9LYKG6728,ST-013,NONE,2025-01-01T16:15:39,174
INSP-00007628,URC00X1B9LYKG6728,ST-014,NONE,2025-01-01T18:57:31,48
INSP-00007629,URC00X1B9LYKG6728,ST-015,NONE,2025-01-01T20:09:25,241
INSP-00007630,URC00X1B9LYKG6728,ST-016,NONE,2025-01-01T03:22:27,29
INSP-00007631,URC00X1B9LYKG6728,ST-017,NONE,2025-01-01T12:12:49,11
INSP-00007632,URC00X1B9LYKG6728,ST-018,NONE,2025-01-01T22:33:29,245
INSP-00007633,URC00X1B9LYKG6728,ST-019,,2025-01-01T10:06:02,90
INSP-00007634,URC00X1B9LYKG6728,ST-020,NONE,01/01/2025 18:43:18,265
INSP-00007635,URC00X1B9LYKG6728,ST-021,NONE,2025-01-01T11:24:37,171
INSP-00007636,URC00X1B9LYKG6728,ST-022,NONE,2025-01-01T07:48:49,268
INSP-00007637,URC00X1B9LYKG6728,ST-023,NONE,2025-01-01T05:21:37,260
INSP-00007638,URC00X1B9LYKG6728,ST-024,,2025-01-01T21:32:19,223
INSP-00007639,URC00X1B9LYKG6728,ST-025,,2025-01-01T01:41:36,499
INSP-00007640,URC00X1B9LYKG6728,ST-026,NONE,2025-01-01T08:34:57,221
INSP-00007641,URC00X1B9LYKG6728,ST-027,NONE,2025-01-01T08:35:43,211
INSP-00007642,4S7A4DGX8PPGN1754,ST-001,NONE,2025-01-01T17:59:19,23
INSP-00007643,4S7A4DGX8PPGN1754,ST-002,NONE,2025-01-01T13:50:39,41
INSP-00007644,4S7A4DGX8PPGN1754,ST-003,,2025-01-01T04:03:58,263
INSP-00007645,4S7A4DGX8PPGN1754,ST-004,NONE,2025-01-01T11:55:38,11
INSP-00007646,4S7A4DGX8PPGN1754,ST-005,NONE,2025-01-01T14:53:47,10
INSP-00007647,4S7A4DGX8PPGN1754,ST-006,none,2025-01-01T14:01:34,10
INSP-00007648,4S7A4DGX8PPGN1754,ST-007,NONE,2025-01-01T22:34:37,16
INSP-00007649,4S7A4DGX8PPGN1754,ST-008,NONE,2025-01-01T20:18:57,177
INSP-00007650,4S7A4DGX8PPGN1754,ST-009,NONE,2025-01-01T04:16:38,53
INSP-00007651,4S7A4DGX8PPGN1754,ST-010,NONE,2025-01-01T08:52:57,57
INSP-00007652,4S7A4DGX8PPGN1754,ST-011,D001,2025-01-01T00:03:27,266
INSP-00007653,4S7A4DGX8PPGN1754,ST-012,NONE,2025-01-01T04:59:56,533
INSP-00007654,4S7A4DGX8PPGN1754,ST-013,,2025-01-01T06:48:44,265
INSP-00007655,4S7A4DGX8PPGN1754,ST-014,NONE,2025-01-01T19:59:49,40
INSP-00007656,4S7A4DGX8PPGN1754,ST-015,NONE,2025-01-01T00:14:23,385
INSP-00007657,4S7A4DGX8PPGN1754,ST-016,NONE,2025-01-01T00:47:00,21
INSP-00007658,4S7A4DGX8PPGN1754,ST-017,,2025-01-01T22:49:39,47
INSP-00007659,4S7A4DGX8PPGN1754,ST-018,ERR-999,2025-01-01T21:43:32,120
INSP-00007660,4S7A4DGX8PPGN1754,ST-019,,2025-01-01T20:21:31,108
INSP-00007661,4S7A4DGX8PPGN1754,ST-020,NONE,2025-01-01T11:29:02,250
INSP-00007662,4S7A4DGX8PPGN1754,ST-021,NONE,2025-01-01T12:33:33,124
INSP-00007663,4S7A4DGX8PPGN1754,ST-022,NONE,2025-01-01T08:01:00,196
INSP-00007664,4S7A4DGX8PPGN1754,ST-023,none,2025-01-01T06:44:26,84
INSP-00007665,4S7A4DGX8PPGN1754,ST-024,NONE,2025-01-01T02:47:01,61
INSP-00007666,4S7A4DGX8PPGN1754,ST-025,,2025-01-01T04:38:50,481
INSP-00007667,4S7A4DGX8PPGN1754,ST-026,,2025-01-01T06:29:52,200
INSP-00007668,4S7A4DGX8PPGN1754,ST-027,NONE,2025-01-01T02:26:00,70
INSP-00007669,2T8NCBJN16RJW5877,ST-001,NONE,2025-01-01T02:18:05,15
INSP-00007670,2T8NCBJN16RJW5877,ST-002,,2025-01-01T12:30:33,20
INSP-00007671,2T8NCBJN16RJW5877,ST-003,NONE,2025-01-01T12:04:10,446
INSP-00007672,2T8NCBJN16RJW5877,ST-004,NONE,2025-01-01T08:58:00,41
INSP-00007673,2T8NCBJN16RJW5877,ST-005,NONE,2025-01-01T21:51:24,16
INSP-00007674,2T8NCBJN16RJW5877,ST-006,NONE,2025-01-01T04:24:05,60
INSP-00007675,2T8NCBJN16RJW5877,ST-007,NONE,2025-01-01T19:38:26,28
INSP-00007676,2T8NCBJN16RJW5877,ST-008,NONE,2025-01-01T06:43:51,376
INSP-00007677,2T8NCBJN16RJW5877,ST-009,NONE,2025-01-01T07:01:25,24
INSP-00007678,2T8NCBJN16RJW5877,ST-010,NONE,2025-01-01T02:32:58,46
INSP-00007679,2T8NCBJN16RJW5877,ST-011,NONE,2025-01-01T01:16:39,168
INSP-00007680,2T8NCBJN16RJW5877,ST-012,,2025-01-01T16:23:29,459
INSP-00007681,2T8NCBJN16RJW5877,ST-013,,2025-01-01T04:47:53,251
INSP-00007682,2T8NCBJN16RJW5877,ST-014,,2025-01-01T06:16:55,28
INSP-00007683,2T8NCBJN16RJW5877,ST-015,NONE,2025-01-01T20:27:21,241
INSP-00007684,2T8NCBJN16RJW5877,ST-016,NONE,2025-01-01T00:20:27,11
INSP-00007685,2T8NCBJN16RJW5877,ST-017,D006,2025-01-01T22:01:30,37
INSP-00007686,2T8NCBJN16RJW5877,ST-018,,2025-01-01T10:50:00,254
INSP-00007687,2T8NCBJN16RJW5877,ST-019,NONE,2025-01-01T10:13:12,164
INSP-00007688,2T8NCBJN16RJW5877,ST-020,NONE,2025-01-01T03:29:13,206
INSP-00007689,2T8NCBJN16RJW5877,ST-021,NONE,2025-01-01T10:10:08,126
INSP-00007690,2T8NCBJN16RJW5877,ST-022,NONE,2025-01-01T20:53:32,122
INSP-00007691,2T8NCBJN16RJW5877,ST-023,NONE,2025-01-01T13:27:12,127
INSP-00007692,2T8NCBJN16RJW5877,ST-024,NONE,2025-01-01T02:56:42,59
INSP-00007693,2T8NCBJN16RJW5877,ST-025,NONE,2025-01-01T02:27:27,549
INSP-00007694,2T8NCBJN16RJW5877,ST-026,,2025-01-01T20:48:43,114
INSP-00007695,2T8NCBJN16RJW5877,ST-027,,01/01/2025 11:38:04,102
INSP-00007696,0AMTS56A2JHSH5355,ST-001,NONE,2025-01-04T23:03:40,21
INSP-00007697,0AMTS56A2JHSH5355,ST-002,NONE,2025-01-04T00:04:04,31
INSP-00007698,0AMTS56A2JHSH5355,ST-003,NONE,2025-01-04T18:24:22,246
INSP-00007699,0AMTS56A2JHSH5355,ST-004,none,2025-01-04T00:24:09,52
INSP-00007700,0AMTS56A2JHSH5355,ST-005,NONE,2025-01-04T03:47:30,53
INSP-00007701,0AMTS56A2JHSH5355,ST-006,NONE,2025-01-04T20:41:17,12
INSP-00007702,0AMTS56A2JHSH5355,ST-007,NONE,2025-01-04T05:49:57,47
INSP-00007703,0AMTS56A2JHSH5355,ST-008,NONE,2025-01-04T11:33:35,372
INSP-00007704,0AMTS56A2JHSH5355,ST-009,NONE,2025-01-04T09:51:20,28
INSP-00007705,0AMTS56A2JHSH5355,ST-010,none,2025-01-04T11:46:38,16
INSP-00007706,0AMTS56A2JHSH5355,ST-011,,2025-01-04T05:25:24,291
INSP-00007707,0AMTS56A2JHSH5355,ST-012,none,2025-01-04T11:36:13,468
INSP-00007708,0AMTS56A2JHSH5355,ST-013,NONE,2025-01-04T20:50:47,271
INSP-00007709,0AMTS56A2JHSH5355,ST-014,,2025-01-04T16:19:46,60
INSP-00007710,0AMTS56A2JHSH5355,ST-015,NONE,2025-01-04T18:44:23,274
INSP-00007711,0AMTS56A2JHSH5355,ST-016,NONE,2025-01-04T07:39:56,52
INSP-00007712,0AMTS56A2JHSH5355,ST-017,NONE,2025-01-04T18:39:42,41
INSP-00007713,0AMTS56A2JHSH5355,ST-018,NONE,2025-01-04T14:55:19,130
INSP-00007714,0AMTS56A2JHSH5355,ST-019,NONE,2025-01-04T08:44:10,291
INSP-00007715,0AMTS56A2JHSH5355,ST-020,,2025-01-04T12:56:18,97
INSP-00007716,0AMTS56A2JHSH5355,ST-021,NONE,2025-01-04T17:25:39,89
INSP-00007717,0AMTS56A2JHSH5355,ST-022,NONE,2025-01-04T09:49:12,130
INSP-00007718,0AMTS56A2JHSH5355,ST-023,,2025-01-04T21:36:42,190
INSP-00007719,0AMTS56A2JHSH5355,ST-024,ERR-999,2025-01-04T13:45:33,253
INSP-00007720,0AMTS56A2JHSH5355,ST-025,NONE,2025-01-04T15:26:28,352
INSP-00007721,0AMTS56A2JHSH5355,ST-026,none,2025-01-04T11:58:34,231
INSP-00007722,0AMTS56A2JHSH5355,ST-027,NONE,2025-01-04T19:06:57,121
INSP-00007723,VPVTAB299AS773413,ST-001,NONE,2025-01-05T07:58:37,59
INSP-00007724,VPVTAB299AS773413,ST-002,NONE,2025-01-05T22:45:15,11
INSP-00007725,VPVTAB299AS773413,ST-003,NONE,2025-01-05T03:52:02,334
INSP-00007726,VPVTAB299AS773413,ST-004,NONE,2025-01-05T14:39:10,10
INSP-00007727,VPVTAB299AS773413,ST-005,NONE,2025-01-05T09:06:32,44
INSP-00007728,VPVTAB299AS773413,ST-006,NONE,2025-01-05T09:43:19,38
INSP-00007729,VPVTAB299AS773413,ST-007,NONE,2025-01-05T05:53:27,15
INSP-00007730,VPVTAB299AS773413,ST-008,NONE,2025-01-05T04:57:28,303
INSP-00007731,VPVTAB299AS773413,ST-009,NONE,2025-01-05T13:46:50,47
INSP-00007732,VPVTAB299AS773413,ST-010,NONE,2025-01-05T05:49:09,42
INSP-00007733,VPVTAB299AS773413,ST-011,D001,2025-01-05T23:24:54,73
INSP-00007734,VPVTAB299AS773413,ST-012,NONE,2025-01-05T18:54:32,493
INSP-00007735,VPVTAB299AS773413,ST-013,NONE,2025-01-05T10:09:47,276
INSP-00007736,VPVTAB299AS773413,ST-014,NONE,2025-01-05T09:52:38,33
INSP-00007737,VPVTAB299AS773413,ST-015,NONE,2025-01-05T02:30:48,228
INSP-00007738,VPVTAB299AS773413,ST-016,NONE,2025-01-05T21:28:52,47
INSP-00007739,VPVTAB299AS773413,ST-017,NONE,2025-01-05T07:45:42,34
INSP-00007740,VPVTAB299AS773413,ST-018,NONE,2025-01-05T11:43:52,220
INSP-00007741,VPVTAB299AS773413,ST-019,NONE,2025-01-05T16:03:21,48
INSP-00007742,VPVTAB299AS773413,ST-020,NONE,2025-01-05T09:49:44,122
INSP-00007743,VPVTAB299AS773413,ST-021,NONE,2025-01-05T07:12:36,193
INSP-00007744,VPVTAB299AS773413,ST-022,NONE,2025-01-05T22:06:31,204
INSP-00007745,VPVTAB299AS773413,ST-023,NONE,2025-01-05T18:40:05,188
INSP-00007746,VPVTAB299AS773413,ST-024,D004,05/01/2025 19:00:06,300
INSP-00007747,VPVTAB299AS773413,ST-025,NONE,2025-01-05T15:23:02,426
INSP-00007748,VPVTAB299AS773413,ST-026,,2025-01-05T08:55:58,232
INSP-00007749,VPVTAB299AS773413,ST-027,NONE,2025-01-05T20:25:32,48
INSP-00007750,5X42S67G0KEFJ9216,ST-001,NONE,2025-01-05T11:53:45,42
INSP-00007751,5X42S67G0KEFJ9216,ST-002,none,2025-01-05T00:17:10,13
INSP-00007752,5X42S67G0KEFJ9216,ST-003,NONE,2025-01-05T03:24:30,240
INSP-00007753,5X42S67G0KEFJ9216,ST-004,NONE,2025-01-05T18:57:50,22
INSP-00007754,5X42S67G0KEFJ9216,ST-005,NONE,2025-01-05T08:46:02,19
INSP-00007755,5X42S67G0KEFJ9216,ST-006,NONE,2025-01-05T01:38:54,51
INSP-00007756,5X42S67G0KEFJ9216,ST-007,NONE,2025-01-05T09:11:33,50
INSP-00007757,5X42S67G0KEFJ9216,ST-008,NONE,2025-01-05T13:43:36,254
INSP-00007758,5X42S67G0KEFJ9216,ST-009,NONE,2025-01-05T05:43:29,18
INSP-00007759,5X42S67G0KEFJ9216,ST-010,NONE,2025-01-05T08:35:40,29
INSP-00007760,5X42S67G0KEFJ9216,ST-011,NONE,2025-01-05T23:58:33,106
INSP-00007761,5X42S67G0KEFJ9216,ST-012,NONE,2025-01-05T02:36:26,490
INSP-00007762,5X42S67G0KEFJ9216,ST-013,NONE,2025-01-05T03:02:12,293
INSP-00007763,5X42S67G0KEFJ9216,ST-014,NONE,2025-01-05T06:12:35,17
INSP-00007764,5X42S67G0KEFJ9216,ST-015,NONE,2025-01-05T08:17:45,334
INSP-00007765,5X42S67G0KEFJ9216,ST-016,NONE,2025-01-05T22:04:07,11
INSP-00007766,5X42S67G0KEFJ9216,ST-017,NONE,2025-01-05T12:30:39,32
INSP-00007767,5X42S67G0KEFJ9216,ST-018,NONE,2025-01-05T08:06:02,267
INSP-00007768,5X42S67G0KEFJ9216,ST-019,NONE,2025-01-05T07:23:02,139
INSP-00007769,5X42S67G0KEFJ9216,ST-020,,2025-01-05T17:56:03,142
INSP-00007770,5X42S67G0KEFJ9216,ST-021,NONE,2025-01-05T14:10:38,84
INSP-00007771,5X42S67G0KEFJ9216,ST-022,none,2025-01-05T16:11:42,223
INSP-00007772,5X42S67G0KEFJ9216,ST-023,NONE,2025-01-05T22:38:57,215
INSP-00007773,5X42S67G0KEFJ9216,ST-024,NONE,2025-01-05T06:04:35,232
INSP-00007774,5X42S67G0KEFJ9216,ST-025,NONE,2025-01-05T02:00:13,364
INSP-00007775,5X42S67G0KEFJ9216,ST-026,NONE,2025-01-05T00:51:36,101
INSP-00007776,5X42S67G0KEFJ9216,ST-027,none,2025-01-05T04:35:27,119
INSP-00007777,V99A23NL8V9BW7784,ST-001,NONE,2025-01-05T23:23:51,54
INSP-00007778,V99A23NL8V9BW7784,ST-002,NONE,2025-01-05T19:48:14,28
INSP-00007779,V99A23NL8V9BW7784,ST-003,,2025-01-05T15:37:36,424
INSP-00007780,V99A23NL8V9BW7784,ST-004,,2025-01-05T02:56:42,60
INSP-00007781,V99A23NL8V9BW7784,ST-005,NONE,2025-01-05T19:09:06,23
INSP-00007782,V99A23NL8V9BW7784,ST-006,NONE,2025-01-05T22:29:22,18
INSP-00007783,V99A23NL8V9BW7784,ST-007,,05/01/2025 02:00:32,18
INSP-00007784,V99A23NL8V9BW7784,ST-008,NONE,2025-01-05T11:45:26,399
INSP-00007785,V99A23NL8V9BW7784,ST-009,NONE,2025-01-05T02:34:37,48
INSP-00007786,V99A23NL8V9BW7784,ST-010,NONE,2025-01-05T12:20:27,14
INSP-00007787,V99A23NL8V9BW7784,ST-011,NONE,2025-01-05T12:07:56,241
INSP-00007788,V99A23NL8V9BW7784,ST-012,d002,2025-01-05T00:41:03,-405
INSP-00007789,V99A23NL8V9BW7784,ST-013,NONE,2025-01-05T00:28:00,50
INSP-00007790,V99A23NL8V9BW7784,ST-014,NONE,2025-01-05T09:44:07,22
INSP-00007791,V99A23NL8V9BW7784,ST-015,NONE,2025-01-05T23:29:48,-53
INSP-00007792,V99A23NL8V9BW7784,ST-016,NONE,2025-01-05T05:52:21,27
INSP-00007793,V99A23NL8V9BW7784,ST-017,NONE,2025-01-05T00:45:34,15
INSP-00007794,V99A23NL8V9BW7784,ST-018,NONE,2025-01-05T19:21:22,135
INSP-00007795,V99A23NL8V9BW7784,ST-019,NONE,2025-01-05T00:12:25,80
INSP-00007796,V99A23NL8V9BW7784,ST-020,NONE,2025-01-05T00:57:06,276
INSP-00007797,V99A23NL8V9BW7784,ST-021,NONE,2025-01-05T14:45:33,264
INSP-00007798,V99A23NL8V9BW7784,ST-022,NONE,2025-01-05T12:09:47,188
INSP-00007799,V99A23NL8V9BW7784,ST-023,NONE,2025-01-05T13:58:06,139
INSP-00007800,V99A23NL8V9BW7784,ST-024,,2025-01-05T23:26:08,121
INSP-00007801,V99A23NL8V9BW7784,ST-025,NONE,2025-01-05T16:41:15,494
INSP-00007802,V99A23NL8V9BW7784,ST-026,NONE,2025-01-05T18:44:08,162
INSP-00007803,V99A23NL8V9BW7784,ST-027,D002,2025-01-05T15:06:59,139
INSP-00007804,UKNXE6VK1K1195642,ST-001,NONE,2025-01-04T01:07:36,24
INSP-00007805,UKNXE6VK1K1195642,ST-002,NONE,2025-01-04T09:30:54,44
INSP-00007806,UKNXE6VK1K1195642,ST-003,NONE,2025-01-04T22:22:38,341
INSP-00007807,UKNXE6VK1K1195642,ST-004,NONE,2025-01-04T07:35:51,21
INSP-00007808,UKNXE6VK1K1195642,ST-005,NONE,2025-01-04T04:57:42,37
INSP-00007809,UKNXE6VK1K1195642,ST-006,,2025-01-04T05:14:56,18
INSP-00007810,UKNXE6VK1K1195642,ST-007,NONE,2025-01-04T07:00:05,19
INSP-00007811,UKNXE6VK1K1195642,ST-008,NONE,2025-01-04T14:42:11,346
INSP-00007812,UKNXE6VK1K1195642,ST-009,NONE,2025-01-04T01:01:14,17
INSP-00007813,UKNXE6VK1K1195642,ST-010,D002,2025-01-04T20:38:51,54
INSP-00007814,UKNXE6VK1K1195642,ST-011,NONE,2025-01-04T05:27:41,35
INSP-00007815,UKNXE6VK1K1195642,ST-012,NONE,2025-01-04T15:26:38,346
INSP-00007816,UKNXE6VK1K1195642,ST-013,NONE,2025-01-04T23:22:47,222
INSP-00007817,UKNXE6VK1K1195642,ST-014,NONE,2025-01-04T13:23:02,37
INSP-00007818,UKNXE6VK1K1195642,ST-015,NONE,2025-01-04T10:49:43,367
INSP-00007819,UKNXE6VK1K1195642,ST-016,NONE,2025-01-04T17:01:57,30
INSP-00007820,UKNXE6VK1K1195642,ST-017,NONE,2025-01-04T06:58:29,16
INSP-00007821,UKNXE6VK1K1195642,ST-018,NONE,2025-01-04T02:48:56,297
INSP-00007822,UKNXE6VK1K1195642,ST-019,NONE,2025-01-04T08:16:32,217
INSP-00007823,UKNXE6VK1K1195642,ST-020,NONE,2025-01-04T04:53:49,273
INSP-00007824,UKNXE6VK1K1195642,ST-021,NONE,2025-01-04T01:46:57,104
INSP-00007825,UKNXE6VK1K1195642,ST-022,NONE,2025-01-04T01:01:02,39
INSP-00007826,UKNXE6VK1K1195642,ST-023,ERR-999,2025-01-04T02:16:09,188
INSP-00007827,UKNXE6VK1K1195642,ST-024,,2025-01-04T04:28:08,278
INSP-00007828,UKNXE6VK1K1195642,ST-025,NONE,2025-01-04T19:46:46,511
INSP-00007829,UKNXE6VK1K1195642,ST-026,NONE,2025-01-04T15:21:31,46
INSP-00007830,UKNXE6VK1K1195642,ST-027,NONE,2025-01-04T07:10:12,273
INSP-00007831,NJX1YXK131PCT6493,ST-001,NONE,02/01/2025 16:22:42,45
INSP-00007832,NJX1YXK131PCT6493,ST-002,NONE,2025-01-02T12:25:08,43
INSP-00007833,NJX1YXK131PCT6493,ST-003,NONE,2025-01-02T07:32:06,246
INSP-00007834,NJX1YXK131PCT6493,ST-004,,2025-01-02T23:45:52,-248
INSP-00007835,NJX1YXK131PCT6493,ST-005,,2025-01-02T04:42:46,13
INSP-00007836,NJX1YXK131PCT6493,ST-006,,2025-01-02T15:15:54,35
INSP-00007837,NJX1YXK131PCT6493,ST-007,NONE,2025-01-02T00:35:28,37
INSP-00007838,NJX1YXK131PCT6493,ST-008,NONE,2025-01-02T08:36:33,332
INSP-00007839,NJX1YXK131PCT6493,ST-009,NONE,2025-01-02T22:07:28,55
INSP-00007840,NJX1YXK131PCT6493,ST-010,NONE,2025-01-02T20:26:21,49
INSP-00007841,NJX1YXK131PCT6493,ST-011,NONE,2025-01-02T03:54:24,185
INSP-00007842,NJX1YXK131PCT6493,ST-012,D002,2025-01-02T13:58:30,310
INSP-00007843,NJX1YXK131PCT6493,ST-013,NONE,2025-01-02T02:50:44,224
INSP-00007844,NJX1YXK131PCT6493,ST-014,NONE,2025-01-02T06:16:59,30
INSP-00007845,NJX1YXK131PCT6493,ST-015,,2025-01-02T13:38:05,385
INSP-00007846,NJX1YXK131PCT6493,ST-016,NONE,2025-01-02T11:57:11,16
INSP-00007847,NJX1YXK131PCT6493,ST-017,none,2025-01-02T15:01:31,33
INSP-00007848,NJX1YXK131PCT6493,ST-018,NONE,2025-01-02T15:58:43,78
INSP-00007849,NJX1YXK131PCT6493,ST-019,NONE,2025-01-02T05:04:01,80
INSP-00007850,NJX1YXK131PCT6493,ST-020,NONE,2025-01-02T09:40:05,105
INSP-00007851,NJX1YXK131PCT6493,ST-021,none,2025-01-02T12:43:14,279
INSP-00007852,NJX1YXK131PCT6493,ST-022,NONE,2025-01-02T06:38:49,39
INSP-00007853,NJX1YXK131PCT6493,ST-023,NONE,2025-01-02T11:02:51,245
INSP-00007854,NJX1YXK131PCT6493,ST-024,NONE,2025-01-02T12:25:32,236
INSP-00007855,NJX1YXK131PCT6493,ST-025,NONE,2025-01-02T13:31:59,248
INSP-00007856,NJX1YXK131PCT6493,ST-026,NONE,2025-01-02T10:00:16,85
INSP-00007857,NJX1YXK131PCT6493,ST-027,NONE,2025-01-02T18:59:09,279
INSP-00007858,USFARREG9HJHT1638,ST-001,NONE,2025-01-05T23:21:04,11
INSP-00007859,USFARREG9HJHT1638,ST-002,NONE,2025-01-05T23:13:28,12
INSP-00007860,USFARREG9HJHT1638,ST-003,NONE,2025-01-05T03:50:42,208
INSP-00007861,USFARREG9HJHT1638,ST-004,NONE,2025-01-05T18:19:35,56
INSP-00007862,USFARREG9HJHT1638,ST-005,NONE,2025-01-05T22:56:37,34
INSP-00007863,USFARREG9HJHT1638,ST-006,,2025-01-05T01:00:02,37
INSP-00007864,USFARREG9HJHT1638,ST-007,NONE,2025-01-05T03:56:58,18
INSP-00007865,USFARREG9HJHT1638,ST-008,NONE,2025-01-05T02:23:06,204
INSP-00007866,USFARREG9HJHT1638,ST-009,none,2025-01-05T16:27:40,47
INSP-00007867,USFARREG9HJHT1638,ST-010,NONE,2025-01-05T19:25:14,59
INSP-00007868,USFARREG9HJHT1638,ST-011,NONE,2025-01-05T13:47:25,38
INSP-00007869,USFARREG9HJHT1638,ST-012,NONE,2025-01-05T12:37:43,513
INSP-00007870,USFARREG9HJHT1638,ST-013,NONE,2025-01-05T18:35:03,297
INSP-00007871,USFARREG9HJHT1638,ST-014,NONE,2025-01-05T10:14:05,36
INSP-00007872,USFARREG9HJHT1638,ST-015,NONE,2025-01-05T17:41:46,337
INSP-00007873,USFARREG9HJHT1638,ST-016,NONE,2025-01-05T20:46:48,58
INSP-00007874,USFARREG9HJHT1638,ST-017,,2025-01-05T15:07:36,15
INSP-00007875,USFARREG9HJHT1638,ST-018,NONE,2025-01-05T03:48:41,295
INSP-00007876,USFARREG9HJHT1638,ST-019,NONE,2025-01-05T02:42:02,106
INSP-00007877,USFARREG9HJHT1638,ST-020,NONE,2025-01-05T12:10:08,58
INSP-00007878,USFARREG9HJHT1638,ST-021,NONE,2025-01-05T15:51:15,106
INSP-00007879,USFARREG9HJHT1638,ST-022,NONE,2025-01-05T22:14:02,149
INSP-00007880,USFARREG9HJHT1638,ST-023,NONE,2025-01-05T03:25:18,249
INSP-00007881,USFARREG9HJHT1638,ST-024,NONE,2025-01-05T23:44:20,118
INSP-00007882,USFARREG9HJHT1638,ST-025,NONE,2025-01-05T09:59:40,504
INSP-00007883,USFARREG9HJHT1638,ST-026,NONE,2025-01-05T22:54:27,235
INSP-00007884,USFARREG9HJHT1638,ST-027,NONE,2025-01-05T03:24:20,55
INSP-00007885,C5B9J8WV4L2044973,ST-001,NONE,2025-01-05T15:53:54,54
INSP-00007886,C5B9J8WV4L2044973,ST-002,,2025-01-05T17:34:06,31
INSP-00007887,C5B9J8WV4L2044973,ST-003,NONE,2025-01-05T16:53:32,198
INSP-00007888,C5B9J8WV4L2044973,ST-004,NONE,2025-01-05T23:41:43,51
INSP-00007889,C5B9J8WV4L2044973,ST-005,NONE,2025-01-05T14:30:07,11
INSP-00007890,C5B9J8WV4L2044973,ST-006,NONE,2025-01-05T01:41:36,14
INSP-00007891,C5B9J8WV4L2044973,ST-007,NONE,2025-01-05T09:57:10,56
INSP-00007892,C5B9J8WV4L2044973,ST-008,D008,2025-01-05T18:55:39,412
INSP-00007893,C5B9J8WV4L2044973,ST-009,NONE,2025-01-05T09:14:20,13
INSP-00007894,C5B9J8WV4L2044973,ST-010,NONE,2025-01-05T08:13:12,34
INSP-00007895,C5B9J8WV4L2044973,ST-011,NONE,2025-01-05T22:34:08,-56
INSP-00007896,C5B9J8WV4L2044973,ST-012,NONE,2025-01-05T16:57:00,430
INSP-00007897,C5B9J8WV4L2044973,ST-013,NONE,2025-01-05T19:35:30,62
INSP-00007898,C5B9J8WV4L2044973,ST-014,NONE,2025-01-05T15:32:17,59
INSP-00007899,C5B9J8WV4L2044973,ST-015,NONE,2025-01-05T12:56:18,422
INSP-00007900,C5B9J8WV4L2044973,ST-016,NONE,2025-01-05T15:34:46,36
INSP-00007901,C5B9J8WV4L2044973,ST-017,NONE,2025-01-05T09:57:17,14
INSP-00007902,C5B9J8WV4L2044973,ST-018,NONE,05/01/2025 12:33:52,237
INSP-00007903,C5B9J8WV4L2044973,ST-019,NONE,2025-01-05T20:04:22,200
INSP-00007904,C5B9J8WV4L2044973,ST-020,NONE,2025-01-05T16:11:16,117
INSP-00007905,C5B9J8WV4L2044973,ST-021,D003,2025-01-05T09:59:23,106
INSP-00007906,C5B9J8WV4L2044973,ST-022,NONE,2025-01-05T04:57:52,67
INSP-00007907,C5B9J8WV4L2044973,ST-023,NONE,2025-01-05T01:19:09,190
INSP-00007908,C5B9J8WV4L2044973,ST-024,NONE,2025-01-05T21:27:29,96
INSP-00007909,C5B9J8WV4L2044973,ST-025,NONE,2025-01-05T23:05:03,472
INSP-00007910,C5B9J8WV4L2044973,ST-026,D007,2025-01-05T04:04:16,79
INSP-00007911,C5B9J8WV4L2044973,ST-027,,2025-01-05T10:46:52,120
INSP-00007912,2B7JH9V11YDMT3120,ST-001,NONE,2025-01-03T16:38:51,56
INSP-00007913,2B7JH9V11YDMT3120,ST-002,NONE,2025-01-03T16:03:15,34
INSP-00007914,2B7JH9V11YDMT3120,ST-003,NONE,2025-01-03T20:11:30,406
INSP-00007915,2B7JH9V11YDMT3120,ST-004,NONE,2025-01-03T02:01:22,55
INSP-00007916,2B7JH9V11YDMT3120,ST-005,NONE,2025-01-03T10:57:38,25
INSP-00007917,2B7JH9V11YDMT3120,ST-006,,2025-01-03T07:01:22,39
INSP-00007918,2B7JH9V11YDMT3120,ST-007,NONE,2025-01-03T20:26:55,30
INSP-00007919,2B7JH9V11YDMT3120,ST-008,NONE,2025-01-03T05:58:14,219
INSP-00007920,2B7JH9V11YDMT3120,ST-009,NONE,2025-01-03T07:59:02,21
INSP-00007921,2B7JH9V11YDMT3120,ST-010,NONE,2025-01-03T00:08:21,37
INSP-00007922,2B7JH9V11YDMT3120,ST-011,NONE,2025-01-03T04:51:10,270
INSP-00007923,2B7JH9V11YDMT3120,ST-012,NONE,2025-01-03T17:46:20,453
INSP-00007924,2B7JH9V11YDMT3120,ST-013,NONE,2025-01-03T16:26:40,280
INSP-00007925,2B7JH9V11YDMT3120,ST-014,NONE,2025-01-03T15:29:51,23
INSP-00007926,2B7JH9V11YDMT3120,ST-015,NONE,2025-01-03T09:05:56,400
INSP-00007927,2B7JH9V11YDMT3120,ST-016,NONE,2025-01-03T21:10:11,55
INSP-00007928,2B7JH9V11YDMT3120,ST-017,NONE,2025-01-03T00:57:32,23
INSP-00007929,2B7JH9V11YDMT3120,ST-018,NONE,2025-01-03T03:59:35,264
INSP-00007930,2B7JH9V11YDMT3120,ST-019,NONE,2025-01-03T06:18:17,224
INSP-00007931,2B7JH9V11YDMT3120,ST-020,,2025-01-03T21:08:17,216
